"Feature";"Gain";"i.Gain";"i.Gain.1";"i.Gain.2";"i.Gain.3";"i.Gain.4";"i.Gain.5";"i.Gain.6";"i.Gain.7";"i.Gain.8";"i.Gain.9";"i.Gain.10";"Maxima"
"mv_status04__tend";0,000235329759198446;0,000438253498906246;0,000653735607329242;0,0687503261983271;0,00154571693975578;0,000369112578101051;0,000860252940492714;0,0101970221383054;0,000205426008657488;0,0126577368428119;0,000861479523253716;0,0520820321019309;0,0687503261983271
"mcaja_ahorro";0,127767838036021;0,0723885354798306;0,0689304271871126;0,0479438717255267;0,078889446416295;0,0783795114647298;0,0140538219555355;0,0655888710764713;0,0271665473929142;0,0417262004801895;0,126632242435895;0,0508865748046645;0,127767838036021
"ctrx_quarter";0,0566890958654127;0,0421479692732254;0,0331942844009593;0,0390236715094563;0,0633948000793372;0,0628695704803275;0,00778120286797396;0,0442888025335238;0,0493312662136624;0,0213446083233355;0,0444783734669342;0,0426360635538646;0,0633948000793372
"mv_status06__max";NA;NA;NA;NA;NA;NA;0,00587326613517986;0,000131016880929544;0,000108343181682404;0,00906441733070383;1,2911691152156e-05;0,0303484109191479;0,0303484109191479
"mtarjeta_visa_consumo";0,017713382966378;0,0147567641522629;0,0152716900368955;0,0224257371475523;0,0164655447351181;0,0167907306539582;0,00898064997753566;0,0194666289954312;0,00186779763366995;0,0166869174131302;0,0359176779878379;0,0288343234911955;0,0359176779878379
"mcuentas_saldo";0,0283395002914479;0,0121138760898745;0,0115034263523108;0,0268651254121678;0,0190165307537401;0,0177106932719787;0,0262841559839202;0,019745888612669;0,0410511059572241;0,0178564014741957;0,0199704946335948;0,0257386120294419;0,0410511059572241
"mv_status07__tend";0,0153015490624281;0,000997249119547549;0,000761732501980711;0,00285415237029543;0,000918374900837786;0,00319212506918392;0,000546734761951542;0,000727126777720825;0,0180299779137231;0,00095257453429735;0,00113171497147364;0,0254150490405125;0,0254150490405125
"cliente_antiguedad__tend";0,0221647981688203;0,013088963410563;0,013298023369342;0,0234545114689174;0,0237349980340902;0,0229623943258329;0,0162818977072372;0,0153801834946511;0,0205969360953878;0,0169052987674872;0,0190868089394786;0,0216758001635679;0,0237349980340902
"ctarjeta_visa";0,0319723228177543;0,0210215188670004;0,0101229805318553;9,58050233102199e-05;0,00416314332743104;0,034063917504427;0,00651412734492741;0,0073029873958674;0,0163228975728755;0,00906933422496077;0,0112141464671188;0,0209507999500589;0,034063917504427
"mcuenta_corriente__tend";0,00906504996252575;0,0071358950650247;0,00439147812690184;0,00964673906235213;0,00849166705893639;0,00865640878117809;0,00453674723701217;0,00825307227559646;0,00699556536341632;0,00742085073414026;0,00578026214624687;0,0167031259648793;0,0167031259648793
"cpayroll_trx__min";0,00444346457231967;0,00126296088067497;0,0022764189102908;0,0275642000419049;0,00415029214022143;0,00455688703805372;0,00661422834029273;0,00769040823331929;0,00955595489532299;0,0103162587696033;0,00256287435391016;0,0161748764183571;0,0275642000419049
"mv_status01";0,0319633717501482;0,0207073664741416;0,0186992339795459;0,00547923327136647;0,00308923231485173;0,00244439640700243;0,0209648538318552;0,00919242779391054;0,00222792923074973;0,0164450152055679;0,0114112830192944;0,0159046029568434;0,0319633717501482
"mv_mpagospesos";0,0149166038339446;0,00603420150687774;0,00506238821302614;0,0117878077843412;0,0166578141407197;0,0172862370029571;0,0161826618098813;0,00737762414695707;0,0163156331586434;0,00687028893940448;0,0056811940051691;0,0151648658261151;0,0172862370029571
"mcaja_ahorro__max";0,0038648850401883;0,00349222003173771;0,00292262097150681;0,021598969039225;0,00104689976880452;0,00140618890773389;0,00427376485600646;0,00239697963501552;0,00237730071765205;0,00682120595047511;0,000448129039179539;0,0149477549807176;0,021598969039225
"mv_Finiciomora";0,0228671170986439;0,0136020055392951;0,0101216139374971;0,00610199631566555;0,013691549787978;0,0141887204007651;0,00788717201655886;0,0114802380103588;0,0136788065357907;0,00736712996966584;0,0245891642262557;0,0121434846703589;0,0245891642262557
"mcuenta_corriente";0,01692498027967;0,0121380028606498;0,0114571496764445;0,00766208036326915;0,0120570258210733;0,00972679754125748;0,00353961157000758;0,00760732129215053;0,00408930889028101;0,00948862976674385;0,0139122507392075;0,0118511800587041;0,01692498027967
"cpayroll_trx";0,0173889421185214;0,0110884778506914;0,0109011632285664;0,0123449062926356;0,0240063442410099;0,0238310479615452;0,00288922823440769;0,0142011936691176;0,00681688817180072;0,00815601406340483;0,0097079073648177;0,0108118969905425;0,0240063442410099
"mpayroll";0,0138291703769697;0,00742853953199808;0,00827751895293193;0,00920230122670544;0,00872475074373575;0,00934121602968196;0,00539587661773095;0,0084157381750892;0,00910090766256669;0,00495155988579812;0,0121495847073388;0,00985912819618112;0,0138291703769697
"ctarjeta_visa_transacciones";0,0166761927931877;0,0142769276735465;0,0124866170416599;0,0248635558730533;0,018862913880015;0,0166756985886921;0,00734662724564383;0,0170484409401241;0,00335882331454668;0,0110060280285431;0,0181804995366869;0,00976266057312498;0,0248635558730533
"Visa_mpagospesos";0,00830555119966043;0,00687421937107546;0,00631384169561715;0,00707881076004227;0,000553580876906439;0,000694974717849771;0,00428198796362252;0,00238680293703807;0,0106468877127426;0,00636737488861467;0,00285778697262382;0,00967607589158014;0,0106468877127426
"mpasivos_margen";0,00429564079589778;0,0053462412066066;0,00508233366844572;0,0195449279018849;0,032974346669858;0,0326329495731403;0,00993758038626325;0,00520702252446158;0,00957399600338887;0,00970903933762369;0,0169742974250513;0,00908034283283483;0,032974346669858
"cextraccion_autoservicio";0,000161973061851981;0,00292860794585742;0,00185908334584417;0,00746826291216086;0,000499965376203622;0,000369237162853118;0,00357204660601178;0,000820398848394819;0,00424166609780918;0,00522568546123485;0,00529977974645585;0,00885657685722784;0,00885657685722784
"mvr_mpagospesos";0,00417122053461031;0,0022442301426272;0,00326063289417981;0,0153941295698813;0,000723069863911343;0,000875855170725192;0,0159597637465793;0,00498566374710608;0,0159798185255486;0,00326271260755964;0,00174107223009644;0,00870365812446385;0,0159798185255486
"mprestamos_personales";0,0107818714439254;0,00551142009127721;0,00572210470055302;0,00983376160666846;0,0190928604233969;0,0199873196989725;0,00243226440461805;0,0059427212052776;0,00326619052423943;0,00733002268917443;0,0138568520547862;0,00862341097950504;0,0199873196989725
"mv_Finiciomora__max";0,00268552199491543;0,00299194160478335;0,00388356059532979;0,00652234274116712;0,0124067023285564;0,0123933628747974;0,00226369877114772;0,00411572584371144;0,000532070997270703;0,00419694278298023;0,00405080686590018;0,00852037778577241;0,0124067023285564
"mprestamos_personales__min";0,00684907234289818;0,00438463267552967;0,00453740123433042;0,00745944634454487;0,00768429040900241;0,0069707659442434;0,00395140321394174;0,00450586090911816;0,00293004238177165;0,00481321084935647;0,00543086282409173;0,00847862671374379;0,00847862671374379
"cproductos__tend";0,00965397905291243;0,00782769472631864;0,00710749094398542;0,00790343252750232;0,0126570010735298;0,0117359739069468;0,00344403483617478;0,00799435358557383;0,00476632395658828;0,00715025670749615;0,0116634414288276;0,00817515788474548;0,0126570010735298
"Visa_Finiciomora";0,00412479868220324;0,00448776865901877;0,0049102423283959;0,00450733566695996;0,000894288247451507;0,000748874230627361;0,00270111704187786;0,00636012844983758;0,00303179456423661;0,0044130410666123;0,00660397992300455;0,00798607466079543;0,00798607466079543
"mcaja_ahorro__ravg";0,00157802158036799;0,00290302185366671;0,00271124369299055;0,00886649826126199;0,000877032217499786;0,00097105648006054;0,00908318971942196;0,00326627986214916;0,00601352046432719;0,00486752088095971;0,000975421698742964;0,00772716971338202;0,00908318971942196
"mdescubierto_preacordado";0,00555870098284349;0,00391299056700579;0,00694205783264916;0,00290905236387967;0,00756231066173566;0,00752918752118008;0,00375915121451684;0,00405399680710727;0,00262524227446849;0,00541753458887562;0,0059501519125238;0,00690284018862295;0,00756231066173566
"ctarjeta_visa_transacciones__min";0,00041083245656185;0,000561582138902038;0,00130487826360159;0,00603861845366942;0,000801901737601584;0,000785066022714535;0,000188130899613726;0,000748464609916688;0,00298668956900646;0,00526020043862217;0,00128071690474784;0,00666897594565399;0,00666897594565399
"mprestamos_personales__tend";0,00440466137621318;0,00352222123375779;0,00373043543201072;0,00329905919659942;0,00684863577953604;0,00714173511877199;0,00616026878958157;0,00486041904290995;0,00731233388326133;0,00475483838051069;0,00957752005418128;0,00566431049977157;0,00957752005418128
"ctarjeta_debito_transacciones";0,00534667743663146;0,00349259694767684;0,00323572019668957;0,00473162262777284;0,00427680719191254;0,00670958222883368;0,0135846035505969;0,00286657288443964;0,0130583618136819;0,00373008502025979;0,00191410768688455;0,00563073926125006;0,0135846035505969
"mpayroll__min";0,00727176360515413;0,00859936855066985;0,00578064206460028;0,00520086140234239;0,00409914694973682;0,00371574821980817;0,00803259495114596;0,00476678319430347;0,00506176122757742;0,00388610056382716;0,00463564430894285;0,00546435869638548;0,00859936855066985
"cprestamos_personales";0,00484791549070556;0,00418527465129339;0,0029234115932723;0,00545813722053887;0,00582208316163681;0,00614901172823231;0,00350347753455262;0,00212357277025088;0,00405825478287401;0,00280030033846126;0,00305256036744226;0,00451285049300451;0,00614901172823231
"mextraccion_autoservicio";0,000437895922103342;0,00152158358191142;0,00148644660760315;0,00508000390829756;0,00276563052423837;0,00236616469950472;0,00508257353074357;0,00108578259920031;0,000466838048815548;0,003319479495683;0,000799332021596841;0,00437537089663482;0,00508257353074357
"Visa_delinquency";0,000879950143864413;0,000751726684478771;0,000868783323186604;0,00260822071946738;6,05960814612357e-05;2,37936311109113e-05;0,00386975189126002;0,000288303973172153;0,000452811366030101;0,00337268822070593;0,000409133346391593;0,004026623009815;0,004026623009815
"mcaja_ahorro__min";0,0251057394983417;0,0188991526153386;0,0169479888449785;0,00192202785508583;0,00601294755311173;0,00561796803289609;0,0264748841310501;0,0235029847720598;0,0111155633479898;0,0096617063541173;0,00357644369535195;0,00387720662938101;0,0264748841310501
"mdescubierto_preacordado__min";0,00483333192128306;0,00414548954720126;0,00454233495354525;0,00728412715950749;0,0102976602398173;0,0101415007428553;0,0122757534720203;0,00533975419327231;0,000229775400600278;0,00274011231960649;0,015992136121758;0,00386104431873402;0,015992136121758
"ctrx_quarter__tend";0,00576579247090621;0,00509534426277691;0,00500892392245732;0,00302386048582562;0,00603265727855412;0,00585355100234762;0,00783410510890678;0,00458791480380525;0,0076863108933466;0,0044391469704362;0,00627514513037071;0,00381476056323671;0,00783410510890678
"mv_Finiciomora__min";0,00186133093133643;0,00163780829852046;0,00231045862812612;0,00300761995431024;0,00102453755231691;0,00151072797227043;0,00312607723062663;0,00102568899232161;0,000722352713437396;0,0024951306126453;0,001674870730464;0,00379293806704355;0,00379293806704355
"mcuentas_saldo__tend";0,00846317841037691;0,00614358639775107;0,00592179291319941;0,0047230440396177;0,00552545232275311;0,00614440149027799;0,00948128431900514;0,00733538355540303;0,0116093082926094;0,00476736316534674;0,00464807356571484;0,00375582649635121;0,0116093082926094
"mdescubierto_preacordado__ravg";0,00949014136661208;0,00637947537642455;0,00571617799848187;0,0038512745854109;0,00526811926413703;0,00490743383673616;0,00696642939534476;0,0024729759099537;0,0208620933587896;0,00634260871088451;0,00344828627390164;0,00373131374604786;0,0208620933587896
"mv_cconsumos";0,000785067597163645;0,00125961623070728;0,000917925544626658;0,00290432617505894;0,00023036107156366;0,000234627205389738;0,00158633928236134;0,00241254654303609;0,00364670597057462;0,00110110487272236;0,00097121895158745;0,00362325658314828;0,00364670597057462
"mactivos_margen";0,00217824153600066;0,00303377626796024;0,00295801655755603;0,00450828334058458;0,0035124113423634;0,00314850260264967;0,00112307018804144;0,00276219144305457;0,00198181120267292;0,00387470239241445;0,00358004528620274;0,00356625409312672;0,00450828334058458
"mdescubierto_preacordado__tend";0,0274709600818805;0,0160579726871305;0,0114347028643401;0,00232387480616488;0,00185244930755972;0,00168407092122589;0,00641471961663254;0,0120309478731374;0,00585973531101133;0,00235699809056144;0,0164694394985615;0,00354807783034453;0,0274709600818805
"mcuentas_saldo__min";0,00193035593884632;0,00393791955136664;0,00365959781547226;0,00304459751908713;0,00286696248159331;0,00248144870168076;0,00783350636202436;0,00284800671455249;0,00224120744056613;0,00308905223265854;0,00226919114428011;0,00346024770611815;0,00783350636202436
"ctrx_quarter__min";0,0280432522452108;0,0175942489741876;0,0173698205334154;0,00345559713698016;0,0332398445830005;0,0345946914268805;0,017946685963465;0,020148045024111;0,0189366105277864;0,010791410676294;0,0116388471321355;0,00339325748367907;0,0345946914268805
"Visa_delinquency__tend";0,00228129838764228;0,00171612420003014;0,00195757350034326;0,00832865883057626;0,00967166059635567;0,00883669261102336;0,00089687271190499;0,000749919160282505;0,00121941605350599;0,00201688185236265;0,000704639213235649;0,00331599504027271;0,00967166059635567
"Visa_Finiciomora__max";0,00298092360155686;0,00260176261993732;0,0029241975667854;0,000981478311954022;0,000526526806381414;0,000572022956547986;0,00259999200811892;0,00109319137211019;0,00293367169238954;0,00270489802242531;0,000932672095799673;0,00331256239938754;0,00331256239938754
"Visa_mconsumototal";0,000191212362284733;0,00096972523660581;0,000947457296088778;0,00318812506099847;5,05085198527727e-05;0,00029506396780778;0,000621645027495681;0,000534246375232723;0,000333722040494083;0,00221296450721562;0,000179757325247322;0,00310970584905858;0,00318812506099847
"mv_delinquency__tend";0,00450781902458194;0,00362167012591931;0,00262947824100803;0,00795427140872622;0,0161978559237101;0,0174176408527656;0,00212987135692338;0,00424021575083092;0,00443753466365313;0,00633180600009748;0,00503106016254585;0,00310436925012965;0,0174176408527656
"mv_status01__tend";0,00177718937894129;0,00151251986513653;0,00162003349465745;0,00223580884950736;0,00340640515495472;0,0043395029227477;0,000636833818042309;0,00141262514362995;0,00117972054439688;0,00206549332878638;0,00199962997128945;0,00305058744721329;0,0043395029227477
"mv_delinquency";0,00981076092096769;0,00571478532850693;0,0044759720018294;0,00750851124911959;0,00721865476538805;0,00757896659570871;0,00368416171979099;0,00380772406288592;0,0061101264895271;0,00228477483802779;0,00332052533527803;0,00304574866582283;0,00981076092096769
"mv_status05";0,000194680534385567;0,000407962864963271;0,000567867706501188;0,00526357822846539;0,000207528150354503;0,000184610329930785;0,0174103144842702;0,00125856613347174;0,0232377970344045;0,00170599150984572;0,000211741533003331;0,00303015928011438;0,0232377970344045
"mrentabilidad__min";0,000410021918936382;0,00186023796031151;0,00208326636860055;0,0047391498735206;0,00131833251989592;0,00112983549785937;0,000418659388960698;0,00256902700770252;0,00141921496520987;0,00296961214123457;0,00297093278606813;0,00301631453277773;0,0047391498735206
"mcuentas_saldo__ravg";0,00127433894272641;0,00238173842475284;0,00240896779897357;0,00270581662050008;0,00122411926673722;0,00146441937449882;0,00365528445690075;0,00179196411601484;0,00130252438804962;0,0027307477560813;0,0021138217260727;0,0029345187189003;0,00365528445690075
"mv_status06__tend";0,00199142397743045;0,000856632421539229;0,0119997193405131;0,0263129216858273;0,0422868233890614;0,0431799727540735;0,000998042427807887;0,0114793945221803;0,000528272919867065;0,0165475505321902;0,0179095345389552;0,00289557078455008;0,0431799727540735
"mv_msaldototal";0,00508999865813394;0,00342487750979652;0,00294182616712482;0,00187507826737245;0,00480653566271491;0,00444118537892994;0,00281657843350415;0,00256299242901092;0,00679536880897659;0,00319233286779061;0,00426288274716038;0,00288390007782649;0,00679536880897659
"mv_mpagominimo";0,00152348694827845;0,00171611796315881;0,00150445471793107;0,00329533966563918;0,00475673042880395;0,00488306506092273;0,00275614448561105;0,0028806740674823;0,00392482271500829;0,00295311480117427;0,00357928682982279;0,00284286966708398;0,00488306506092273
"ctrx_quarter__ravg";0,00372982893323141;0,00334759875781636;0,00401341992212737;0,00387981753814556;0,0179001230753225;0,0190452551594083;0,00654535481748295;0,00182636973824592;0,00153624681808624;0,00446552634960424;0,00726692136436808;0,00273184671389257;0,0190452551594083
"Visa_mpagominimo";0,00473117836588621;0,00271765420899946;0,0025138040033855;0,00353881588462854;0,00346710165024137;0,00399485905216819;0,00314002272772153;0,00242567413094704;0,00179987674277791;0,00287921755768079;0,00237998707838803;0,00268795453268439;0,00473117836588621
"mcaja_ahorro__tend";0,0042761108170069;0,00508281960873925;0,00484470399940493;0,00247192395645425;0,00189239990619008;0,00198980647658578;0,00363822679446586;0,00380632467051788;0,00291073276273795;0,00404425956934715;0,00765733809300868;0,00258945616402713;0,00765733809300868
"mpasivos_margen__tend";0,00255793039985749;0,00379328515903114;0,00329388975890592;0,00191140055308802;0,00121532544298515;0,00101334822594234;0,00540389476876535;0,00281788666941984;0,00258017853538144;0,00301067438413869;0,0026088532017674;0,00256687985505422;0,00540389476876535
"mrentabilidad";0,00147226173797908;0,00394772396094046;0,00258757797066725;0,00280582478624135;0,00299526105957767;0,00343673857836049;0,0013766187401461;0,00229422895635353;0,00162177783037942;0,00372702728241754;0,00401512827348973;0,00251396304452461;0,00401512827348973
"mactivos_margen__min";0,0041422303189112;0,00338242704758655;0,00312266671870998;0,002733007325775;0,00190327057932821;0,00230956948523021;0,00339512792642904;0,00309814396294323;0,00214665544731136;0,00338585992926948;0,00404387472667086;0,00245219266699615;0,0041422303189112
"mv_mconsumototal";0,00107159002523263;0,00110801286370691;0,000669303821113217;0,00209644197476179;3,96159404598082e-05;8,52522625466924e-05;0,00148584769394589;0,00067601729930394;0,00090368562779158;0,000994221174079464;0,000160932564830734;0,00232802347084042;0,00232802347084042
"mv_msaldopesos";0,00443491121302804;0,00266323025964199;0,00342845055067116;0,00289256692495186;0,00353242071554584;0,00332537520827121;0,00500770391542118;0,00278933726999288;0,00713753483938745;0,00306662935297279;0,00287803183666781;0,00230403583008299;0,00713753483938745
"mvr_mpagominimo";0,00128631339518961;0,00131108099175954;0,00126308134390576;0,00233990111350967;0,00253924797593669;0,0031457387043116;0,00402685774159255;0,00116941601931336;0,00305291098171082;0,001963161244661;0,00168418570143705;0,00227793774034465;0,00402685774159255
"ctarjeta_visa_transacciones__tend";0,00303142148193879;0,00226909340568834;0,00199512717672293;0,00291898039654602;0,00314758234287945;0,00346641305327626;0,00177100363748571;0,00260414775029929;0,00202757964538569;0,00211041712866914;0,00213197079547727;0,00224733189520404;0,00346641305327626
"mrentabilidad_anual";0,00116046259286936;0,00232669271716131;0,00232829470501296;0,00267826314098449;0,00123511534793424;0,000964647197386263;0,00157177197035948;0,002760462359832;0,00146513053976268;0,00255697879171266;0,00254135108265759;0,00222179083296442;0,002760462359832
"mcuenta_corriente__ravg";0,00380667067416387;0,00339360565888012;0,00336365441066616;0,00219049810152405;0,00136785159720357;0,00116298445154987;0,00429697160674987;0,00280933800714011;0,00716371255711685;0,00289617711119889;0,0025990987097061;0,00213463128941658;0,00716371255711685
"cproductos__min";0,00320769497328765;0,00195765511640249;0,00183930052505507;0,0015400365861952;0,00121178415231292;0,00120836468649671;0,00181474366386138;0,00236367415477596;0,00182068127854167;0,00190446485753032;0,00174917866587427;0,00209253833661496;0,00320769497328765
"mv_mpagominimo__tend";0,00297891985837349;0,00231947095743054;0,00201850781309174;0,000638906896658482;0,0007065973555799;0,00103341672362811;0,000639022431349061;0,00216647390858678;0,00262030779975003;0,00211556437460287;0,00126530159509078;0,00206696880568151;0,00297891985837349
"mv_cconsumos__tend";0,00125900175534767;0,00158963750747518;0,00146025715914789;0,00226554034062448;0,00168952510908308;0,00187805339988642;0,000701585154399336;0,00142868391710329;0,00110560960780744;0,00194959023681633;0,00239262089100992;0,00204129385563363;0,00239262089100992
"ctarjeta_master";0,000476204792331747;0,000117357533235098;0,000190524203070284;0,00135431135878308;0,000115081614546728;8,36753592056342e-05;2,38695893025164e-05;0,000440440275754539;6,97501184267255e-05;0,00119506984180484;7,87469506967179e-05;0,00199917667574748;0,00199917667574748
"mpayroll__tend";0,0027056974386328;0,00228019977704841;0,0027902580510929;0,00321861923768379;0,00371707578518204;0,00445162451015705;0,00292027736281092;0,00220265602157767;0,0023468800234836;0,00207269786134104;0,00201375979093062;0,00199443358600998;0,00445162451015705
"cproductos";0,00628057265238791;0,00312981509081138;0,00255689154358017;0,001514045908463;0,00432170521033305;0,00483997501529435;0,00166615404537483;0,00302027295714037;0,00269072596001228;0,00214433030043664;0,0027631011453914;0,00192832832457721;0,00628057265238791
"mrentabilidad_anual__tend";0,00143740677170624;0,00244998396512632;0,00221744424068126;0,00329947496431185;0,00274080701842461;0,00226662852638556;0,00414169659792837;0,00259724352074372;0,00395643745213291;0,00225451866174646;0,00241281977336877;0,00183839342771793;0,00414169659792837
"mcuenta_corriente__min";0,00187548376188974;0,00346236222574756;0,00240202737251236;0,00184043561453856;0,00111715714269169;0,00120342510150478;0,00227503159900941;0,00206726423496342;0,00252114260193262;0,00201519228357591;0,00143844730211657;0,00173742573731851;0,00346236222574756
"mcomisiones_mantenimiento__tend";0,00168153815918693;0,00267060494079836;0,00208889498895099;0,00314351323779242;0,00321617022062879;0,00336630285863248;0,00113160894415547;0,00208854628929404;0,00110934141078047;0,00230502755541727;0,0021770267284992;0,00168238102362652;0,00336630285863248
"mttarjeta_visa_debitos_automaticos__tend";0,00155917238893631;0,00215140972257289;0,00193988046172481;0,00231565015271207;0,00166415682964819;0,00163018948419631;0,00142841108258354;0,00220133209516732;0,00100454447747611;0,00195037253241164;0,00232140337905249;0,00167438726857098;0,00232140337905249
"cproductos__ravg";0,00134070428280135;0,00267211175143114;0,00201261224911464;0,00187548893189242;0,00107010331096482;0,00130012705451355;0,00271756521763635;0,00173026041030642;0,00167341437074238;0,00233804933151386;0,00196272671861702;0,00165396112161091;0,00271756521763635
"ctarjeta_visa_debitos_automaticos__tend";0,00141409469368742;0,00185807042924965;0,0018918157906122;0,00151913898446806;0,00198507749005931;0,00185485296194391;0,000813388888423755;0,00172868287932609;0,000818081827030355;0,00179405671400723;0,00208390159603094;0,00164888028475315;0,00208390159603094
"Visa_msaldopesos";0,00237048698468383;0,00200317704615171;0,00195329042597641;0,00118807447811001;0,00122167895444538;0,00112017093208903;0,00491113124029651;0,00161466834920953;0,00375203059120808;0,00161752609708782;0,000640801457717084;0,00162802905314542;0,00491113124029651
"ccomisiones_mantenimiento__tend";0,00176684859104315;0,00179120596587781;0,00216386816509595;0,0018061881205959;0,00233910764283967;0,00224929764283067;0,000586184667387833;0,00212071069755395;0,000705212539866351;0,00161779224681288;0,00237996583308565;0,00162539395600916;0,00237996583308565
"mv_mpagominimo__max";0,00313828397761126;0,00230756063004275;0,00151116298053056;0,00100205614049548;0,000528816609911525;0,000889355491992197;0,000546083596058586;0,00202238966496186;0,000887753404188023;0,001400870805766;0,00108094052413795;0,0016187227052229;0,00313828397761126
"internet__tend";0,00107546257874574;0,00217404495051197;0,00309268097140335;0,000787702422353226;0,000795431728466668;0,000507715235863303;0,00246664138159881;0,00291330011833172;0,00270285155664541;0,00168322289314716;0,00157776975309953;0,00157376443463943;0,00309268097140335
"cpayroll_trx__tend";0,000802373476687479;0,00182681775802617;0,00185714355460213;0,00260981109557996;0,00232472254492074;0,00208397334330533;0,00271310973137933;0,00213660279225321;0,00217668647272833;0,00158811640645052;0,00156513973574926;0,00156169816116067;0,00271310973137933
"Visa_mpagominimo__tend";0,00196784521062359;0,0019183708197341;0,00155834315298591;0,00139631989849174;0,00128447858970784;0,00103628386364843;0,00434184879130283;0,00164710601957192;0,00380469665167414;0,00165682117882503;0,0013439816247738;0,00154499130417139;0,00434184879130283
"mpayroll__max";0,00255163867754785;0,00159573996009775;0,00132139765245297;0,00122884197281956;0,0023992118281378;0,00235192641423978;0,00203275249945139;0,00110361878214917;0,00229188204005667;0,0013066331939941;0,00188459133071257;0,00150133169544317;0,00255163867754785
"mautoservicio";0,00145728313204048;0,00211975353528417;0,00306551698445415;0,00243837838180952;0,001418716365745;0,00252317936122013;0,00543342088852736;0,00176177252672373;0,0055000830627122;0,00419272008923259;0,00200130594746731;0,00149414614213808;0,0055000830627122
"mcomisiones_mantenimiento";0,00122051887049713;0,00123834995068539;0,00110950401911247;0,00214957808437887;0,00228955474755837;0,00252974732937258;0,000675973454697686;0,00083431418247208;0,000397710940543635;0,00143710135499831;0,00216811537640359;0,00143052270079401;0,00252974732937258
"mv_mpagospesos__max";0,00367168746232366;0,00427016112989953;0,00321043015140388;0,00083143918673523;0,000413844470834344;0,00013036501054488;0,00193325802376376;0,00982269288310142;0,00197207166329377;0,00113993902174236;0,00130811861505608;0,00142484407005992;0,00982269288310142
"mcuenta_debitos_automaticos";0,00241499213432817;0,00218353383844604;0,00180207194400627;0,00136464921663533;0,00170696289912428;0,00160652763071021;0,00149255956452483;0,00157837203405716;0,00128394013582393;0,00147103139724086;0,00177573550141913;0,00141203095723344;0,00241499213432817
"mprestamos_personales__max";0,00354084909805882;0,00247728854949978;0,00172310040382235;0,00172477824777026;0,000884869314906055;0,000494137122518996;0,002718617198625;0,00112797074967518;0,00226414118550976;0,0020725298593474;0,00120235636570664;0,00140921953251772;0,00354084909805882
"chomebanking_transacciones";0,000443626175526194;0,00084599983486381;0,000793559670311659;0,00139709473373061;0,00185430886619446;0,00171932258267334;0,00103004929746997;0,000702532687274459;0,000800321714428721;0,00139510366900086;0,00122314083519304;0,00138627468806927;0,00185430886619446
"mactivos_margen__tend";0,000981615092861433;0,00214345425411391;0,00216361405148107;0,000883787345657284;0,000927983356190627;0,00102899943979759;0,00245873244927063;0,0019995749562857;0,00203714286944611;0,00221639081832186;0,00214841981270397;0,00137398323700125;0,00245873244927063
"ctarjeta_debito_transacciones__tend";0,000457348616860171;0,00135248775425601;0,00146768892427528;0,00415329620051751;0,000282053079514019;0,000220900568964048;0,00301589354627099;0,00147950961977918;0,00199081686030703;0,00201646348977722;0,000782393473015696;0,00137125301220815;0,00415329620051751
"mrentabilidad__max";0,00180740658347594;0,00235690665299777;0,00216587404083957;0,000731348117115464;0,00102153435816825;0,00068065147069009;0,00402928863514904;0,00238912564987887;0,00212777873971146;0,00195150877864107;0,00162427494292064;0,00135542783278054;0,00402928863514904
"mv_mpagospesos__tend";0,00246626663118136;0,00210435440131817;0,00183355585486559;0,000575723961729635;0,000356625504288867;0,000299823433951741;0,00154244695248722;0,00281735026892451;0,000962727307994939;0,00139292727753029;0,00102395332167034;0,00134705640861599;0,00281735026892451
"mrentabilidad_anual__max";0,000613040210772197;0,00168514415454405;0,00199560598976775;0,00126909299557838;0,00121118677254707;0,00139056284299604;0,00247293043612601;0,00220028028787769;0,00190996270160368;0,00193469115145241;0,00140974118090601;0,00134515370973101;0,00247293043612601
"ctarjeta_visa__tend";0,021717569423531;0,0129486759584868;0,0143737208945381;0,00273761504858771;0,0711522475259348;0,0771430864121664;0,0314046496498951;0,0111863308239724;0,0091954485872141;0,0313143154655682;0,0601114398647139;0,00133306573905684;0,0771430864121664
"cliente_edad__max";0,000626371620728382;0,00184807414188648;0,00206387531389858;0,000756791262368218;0,000345644539171324;0,000221057189839132;0,00247244819054645;0,00146105505228135;0,0012877278510949;0,00166266357035123;0,00104747711744649;0,00133046819876433;0,00247244819054645
"ccaja_seguridad__min";0,0015255276810894;0,000881718108253998;0,000892344166881298;0,00124229697405444;0,000400502996984675;0,00050887479811438;0,00153263699571889;0,00112254736753473;0,00238808061817463;0,000724009765345485;0,00052552875356885;0,001325628704486;0,00238808061817463
"tcallcenter__tend";0,000547953822683425;0,00166929121346652;0,00185119905879835;0,00160589625944519;0,00168559531023972;0,00223052880837229;0,00105715502061569;0,001896064640871;0,000885057651090087;0,00148647650813622;0,00124763022623265;0,00131980211894947;0,00223052880837229
"Visa_cconsumos__tend";0,00104331457508898;0,0020207921536138;0,00202936833720679;0,00160279206337625;0,000842450052294115;0,000814654972801721;0,00152113916336811;0,00165734915959578;0,00207571766756203;0,00221941905169646;0,00198735461515197;0,00130865692764566;0,00221941905169646
